,1,2,3,4,5,difficulty
139,a,n,i,s,e,1711.3594310213539
140,a,n,k,l,e,947.9794486917009
141,a,n,n,a,s,-282.3557522621618
142,a,n,n,e,x,2112.4249279326323
143,a,n,n,o,y,2183.2358028096
144,a,n,n,u,l,-198.49016254520416
145,a,n,o,d,e,2077.7589820975154
146,a,n,o,l,e,2636.902305080236
147,a,n,t,i,c,3577.375773461586
148,a,n,t,i,s,1025.9502060641832
149,a,n,t,s,y,673.0551434593544
150,a,n,v,i,l,794.704448553005
151,a,o,r,t,a,234.65603506004027
152,a,p,a,c,e,3720.6627516377544
153,a,p,a,r,t,633.6560424459716
154,a,p,h,i,d,1389.7426054337157
155,a,p,n,e,a,570.7215086574336
156,a,p,p,l,e,1397.1869831908666
157,a,p,p,l,y,-496.52025368710883
158,a,p,r,o,n,3278.9130268762956
159,a,p,s,e,s,-266.40889455768115
160,a,p,t,e,r,1324.5070679481107
161,a,p,t,l,y,296.72956718515525
162,a,q,u,a,s,2793.29805390756
163,a,r,b,o,r,550.0580882931548
164,a,r,d,o,r,2329.961159501238
165,a,r,e,a,l,4418.42040524611
166,a,r,e,a,s,1415.9305416488917
167,a,r,e,c,a,751.752782496308
168,a,r,e,n,a,693.748335249281
169,a,r,g,o,n,-169.3690993539733
170,a,r,g,o,t,2113.5409390353343
171,a,r,g,u,e,2924.187085802195
172,a,r,g,u,s,275.6806161941163
173,a,r,i,a,s,2138.4568841064183
174,a,r,i,l,s,1314.849647312903
175,a,r,i,s,e,1730.9689740647568
176,a,r,m,e,d,2079.8656338347164
177,a,r,m,o,r,3140.4380310203614
178,a,r,o,m,a,-354.0237763807859
179,a,r,o,s,e,2570.656219154208
180,a,r,r,a,y,1401.124075042882
181,a,r,r,o,w,3247.717593029044
182,a,r,s,e,s,820.7361399265999
183,a,r,s,o,n,426.48959353272676
184,a,r,t,s,y,663.8824088810659
185,a,s,a,n,a,2150.0876216833
186,a,s,c,o,t,3717.5072284760768
187,a,s,h,e,n,-1933.3651813929964
188,a,s,h,e,s,727.7113172031137
189,a,s,i,d,e,1839.3078623016002
190,a,s,k,e,d,-350.34616443726054
191,a,s,k,e,r,1749.7162645187516
192,a,s,k,e,w,1623.8523277377221
193,a,s,p,e,n,130.9796407806739
194,a,s,p,i,c,-599.403110087203
195,a,s,s,a,y,2711.8943254037717
196,a,s,s,e,s,-1314.895860303121
197,a,s,s,e,t,159.31165826351275
198,a,s,t,e,r,1136.2799905582374
199,a,s,t,i,r,1012.7724329023763
200,a,s,u,r,a,-3324.5983518783623
201,a,t,l,a,s,2279.9501370419084
202,a,t,m,a,n,2938.9225620677958
203,a,t,o,l,l,-407.33035578611157
204,a,t,o,m,s,598.5069841803979
205,a,t,o,n,e,-822.5092181401078
206,a,t,o,p,y,800.4965793875207
207,a,t,t,i,c,35.085372935715895
208,a,u,d,i,o,4272.00185324119
209,a,u,d,i,t,2910.7154878500883
210,a,u,g,e,r,3801.4627920627804
211,a,u,g,h,t,1555.5374958866291
212,a,u,g,u,r,3458.9328974024384
213,a,u,n,t,s,237.88414890030208
214,a,u,n,t,y,2172.670406810519
215,a,u,r,a,l,-234.572356578067
216,a,u,r,a,s,2193.815106588805
217,a,u,t,o,s,1097.1458991135537
218,a,u,x,i,n,4717.6504060914995
219,a,v,a,i,l,1953.0993086488572
220,a,v,e,r,s,1783.4077416178839
221,a,v,e,r,t,1746.1026233111133
222,a,v,i,a,n,1972.1818167928757
223,a,v,o,i,d,1014.4451369607527
224,a,v,o,w,s,4093.9316328538
225,a,w,a,i,t,639.1705858358526
226,a,w,a,k,e,2553.1889892648205
227,a,w,a,r,d,2587.3078173435433
228,a,w,a,r,e,1238.588727376381
229,a,w,a,s,h,1881.2346777594414
230,a,w,f,u,l,1391.9875257086999
231,a,w,o,k,e,3497.557690802434
232,a,x,e,l,s,2774.48849730082
233,a,x,i,a,l,1395.1790370504473
234,a,x,i,l,s,2058.564533812925
235,a,x,i,n,g,1255.1508780831912
236,a,x,i,o,m,-935.6580029544571
237,a,x,i,o,n,962.8637659130322
238,a,x,l,e,s,1420.216587778904
239,a,x,o,n,s,3070.094538256204
240,a,z,i,d,e,409.923963533352
241,a,z,o,l,e,2641.3291571488817
242,a,z,u,r,e,-900.1525939049707
243,b,a,b,e,l,3206.1651877636405
244,b,a,b,e,s,2823.62624216848
245,b,a,b,k,a,5.284205652501214
246,b,a,c,k,s,-95.46655826035862
247,b,a,c,o,n,2819.27371956944
248,b,a,d,d,y,2513.7046113283677
249,b,a,d,g,e,2309.121285772751
250,b,a,d,l,y,3703.1909345876925
251,b,a,g,e,l,3420.0082802980073
252,b,a,g,g,y,-254.1861423474411
253,b,a,i,l,s,-2406.113370148022
254,b,a,i,r,n,1792.0246517940427
255,b,a,i,t,s,1917.0385576965723
256,b,a,i,z,e,4139.336898515836
257,b,a,k,e,d,803.8770380283279
258,b,a,k,e,r,2482.993053329427
259,b,a,k,e,s,840.6403235761614
260,b,a,l,d,y,3968.8199956545895
261,b,a,l,e,d,149.33229003490214
262,b,a,l,e,r,-1074.3684625988876
263,b,a,l,e,s,3109.1923637749387
264,b,a,l,k,s,3683.2690047405968
265,b,a,l,k,y,-723.3662485957743
266,b,a,l,l,s,3930.8297318438576
267,b,a,l,m,s,3506.9739326763024
268,b,a,l,m,y,-1049.5207806395692
269,b,a,l,s,a,2235.4799628203896
270,b,a,n,a,l,2249.8079202552276
271,b,a,n,d,s,2785.9969577183774
272,b,a,n,d,y,-823.5779222433175
273,b,a,n,e,s,462.3088552261347
274,b,a,n,g,s,80.6793186701857
275,b,a,n,j,o,-130.7809335361335
276,b,a,n,k,s,1423.4095751130328
277,b,a,r,b,s,-651.372490384103
278,b,a,r,d,s,1205.3965362625197
279,b,a,r,e,d,-173.36631970417693
280,b,a,r,e,r,2767.5124103402086
281,b,a,r,e,s,1104.2875107047894
282,b,a,r,g,e,3191.2511099459116
283,b,a,r,k,s,1119.6633840707175
284,b,a,r,m,y,632.7769363511499
285,b,a,r,n,s,4943.9682520797505
286,b,a,r,o,n,585.2970242881375
287,b,a,r,r,e,2146.389345394541
288,b,a,s,a,l,163.417051118279
289,b,a,s,e,d,-829.9691750572297
290,b,a,s,e,r,2794.935704552752
291,b,a,s,e,s,-342.7741054907692
292,b,a,s,i,c,2973.33581993768
293,b,a,s,i,l,-174.20395264556782
294,b,a,s,i,n,2361.4390532184834
295,b,a,s,i,s,846.6391087457613
296,b,a,s,k,s,1642.0564248215846
297,b,a,s,s,o,-1105.474088475526
298,b,a,s,s,y,3951.2247752882
299,b,a,s,t,e,2065.6035924055345
300,b,a,t,c,h,1602.7595072633892
301,b,a,t,e,d,-142.44791409064192
302,b,a,t,h,e,-1181.86697714599
303,b,a,t,h,s,-812.399211918766
304,b,a,t,i,k,404.70009542040907
305,b,a,t,o,n,3643.4168925094305
306,b,a,t,t,s,2020.0655377981589
307,b,a,t,t,y,940.1241727257388
308,b,a,w,d,y,3807.3583965759617
309,b,a,w,l,s,220.73519302866112
310,b,a,y,e,d,3037.607346435146
311,b,a,y,o,u,2004.3178448331485
312,b,e,a,c,h,1337.5821760104473
313,b,e,a,d,s,2476.200024781769
314,b,e,a,d,y,1139.0449026844706
315,b,e,a,k,s,247.51751687377373
316,b,e,a,m,s,1053.4035086927474
317,b,e,a,m,y,1249.1583124187705
318,b,e,a,n,s,1123.07051274274
319,b,e,a,r,d,1423.561837603628
320,b,e,a,r,s,794.5721660288267
321,b,e,a,s,t,2503.533746587721
322,b,e,a,t,s,939.0085896576351
323,b,e,a,u,s,1179.9270174891583
324,b,e,a,u,t,2221.260929908807
325,b,e,a,u,x,2036.8706375794723
326,b,e,b,o,p,-242.70741791146474
327,b,e,c,k,s,560.8890279574433
328,b,e,e,c,h,-98.07863923890181
329,b,e,e,f,s,-792.5556670017077
330,b,e,e,f,y,-2907.2606748460767
331,b,e,e,p,s,1750.887377033173
332,b,e,e,r,s,835.5381055179497
333,b,e,e,r,y,1947.0780080706877
334,b,e,e,t,s,1769.716228706066
335,b,e,f,i,t,1265.3147309182132
336,b,e,g,a,n,2019.234371078272
337,b,e,g,e,t,1106.9179823609788
338,b,e,g,i,n,1370.610992222992
339,b,e,g,u,n,1481.2053919167313
340,b,e,i,g,e,3768.856426887112
341,b,e,i,n,g,2828.726329016974
342,b,e,l,a,y,1473.5415822742495
343,b,e,l,c,h,994.0716831294721
344,b,e,l,i,e,3404.32951020749
345,b,e,l,l,e,4941.465517135801
346,b,e,l,l,s,1965.2381749706735
347,b,e,l,l,y,920.839874890853
348,b,e,l,o,w,2062.981095763488
349,b,e,l,t,s,3146.0017001472233
350,b,e,n,c,h,-854.9083336229228
351,b,e,n,d,s,2588.648315643926
352,b,e,n,d,y,1306.343925770792
353,b,e,n,t,o,-94.24791862047732
354,b,e,n,t,s,1741.7086337614708
355,b,e,r,e,t,1968.066964538462
356,b,e,r,g,s,1058.100594184495
357,b,e,r,m,s,4610.4231860629825
358,b,e,r,r,y,2835.7044915855
359,b,e,r,t,h,-618.271906586001
360,b,e,r,y,l,3580.4044005322758
361,b,e,s,e,t,488.6702173414053
362,b,e,s,t,s,3996.326935711045
363,b,e,t,a,s,292.5474707540491
364,b,e,t,e,l,1860.5877297998663
365,b,e,t,t,a,-1003.4155482320411
366,b,e,v,e,l,189.56330418159382
367,b,e,z,e,l,436.1850172992356
368,b,h,a,j,i,-1660.4380436321444
369,b,i,b,l,e,2180.1178647426786
370,b,i,c,e,p,1079.1099175355607
371,b,i,d,d,y,-850.182305324704
372,b,i,d,e,d,546.5275044442084
373,b,i,d,e,s,4198.074988054594
374,b,i,d,e,t,631.8478454491313
375,b,i,g,h,t,-112.13885268646914
376,b,i,g,o,t,305.088626943465
377,b,i,j,o,u,3512.010822808623
378,b,i,k,e,d,2286.194202154057
379,b,i,k,e,r,-1692.6075522459741
380,b,i,k,e,s,3394.601662423999
381,b,i,l,e,s,2478.41494444364
382,b,i,l,g,e,716.1962656817204
383,b,i,l,l,s,1256.3792893345121
384,b,i,l,l,y,1025.4610730100464
385,b,i,m,b,o,3724.7754039818365
386,b,i,n,d,i,170.48352681703068
387,b,i,n,d,s,267.13314580556585
388,b,i,n,g,e,3339.981202164613
389,b,i,n,g,o,1723.7451375644061
390,b,i,o,m,e,1048.8255554598288
391,b,i,o,t,a,610.9308582884903
392,b,i,p,o,d,890.7720277095727
393,b,i,r,c,h,1784.4678863231636
394,b,i,r,d,s,1214.7991895688258
395,b,i,r,t,h,685.3228560562571
396,b,i,s,o,n,299.7731763604097
397,b,i,t,c,h,3361.3354973919677
398,b,i,t,e,r,866.2452722847349
399,b,i,t,e,s,4490.106634596432
400,b,i,t,s,y,-926.5808196752796
401,b,i,t,t,y,1698.9786653456256
402,b,l,a,c,k,238.35354909733883
403,b,l,a,d,e,2166.5829486701364
404,b,l,a,m,e,-621.9430656513246
405,b,l,a,n,d,703.4304130696372
406,b,l,a,n,k,2321.5281043844307
407,b,l,a,r,e,1895.7984925060464
408,b,l,a,s,e,835.144097451657
409,b,l,a,s,t,2370.2068719339823
410,b,l,a,z,e,1744.606458656901
411,b,l,e,a,k,2420.4825919053405
412,b,l,e,a,t,-135.52299156048275
413,b,l,e,b,s,962.2423548406774
414,b,l,e,e,d,2114.8482221051454
415,b,l,e,e,p,1800.2134896731889
416,b,l,e,n,d,-1415.9122368145418
417,b,l,e,s,s,841.72722019481
418,b,l,i,m,p,79.0829053788641
419,b,l,i,n,d,-55.5220283848962
420,b,l,i,n,g,3169.2713824305783
421,b,l,i,n,i,766.3989590525592
422,b,l,i,n,k,2595.3407844723974
423,b,l,i,p,s,808.2829078829343
424,b,l,i,s,s,1483.3839066958305
425,b,l,i,t,z,2749.744852935918
426,b,l,o,a,t,1181.4629279845167
427,b,l,o,b,s,1706.6120641430557
428,b,l,o,c,k,255.73813331439442
429,b,l,o,c,s,2424.408570394553
430,b,l,o,g,s,596.6133852559202
431,b,l,o,k,e,1687.0529871834788
432,b,l,o,n,d,543.5485783789156
433,b,l,o,o,d,940.25640983783
434,b,l,o,o,m,509.79558719939575
435,b,l,o,o,p,2566.724595051961
436,b,l,o,t,s,1942.7988494250121
437,b,l,o,w,n,1467.4396633012416
438,b,l,o,w,s,-619.6782698472498
439,b,l,u,e,d,1744.3531761807853
440,b,l,u,e,s,3114.3622268558283
441,b,l,u,e,y,-1380.6636577425274
442,b,l,u,f,f,338.9861045268342
443,b,l,u,n,t,3213.117203132635
444,b,l,u,r,b,623.3930073891174
445,b,l,u,r,s,2802.7302501004083
446,b,l,u,r,t,1503.0137210259857
447,b,l,u,s,h,3769.3105438880975
448,b,o,a,r,d,2710.503056196603
449,b,o,a,r,s,5203.72747677378
450,b,o,a,s,t,772.1460190388228
451,b,o,a,t,s,2646.8336391325397
452,b,o,b,b,y,-2759.58215576139
453,b,o,c,c,e,2917.533426533459
454,b,o,c,h,e,3795.6819254123184
455,b,o,d,e,d,3136.6043991391316
456,b,o,d,e,s,2787.4643555466173
457,b,o,f,f,o,62.731818012319536
458,b,o,g,e,y,1039.9940479079062
459,b,o,g,g,y,-27.80175634770444
460,b,o,g,i,e,2980.1724147967625
461,b,o,g,u,s,-167.03006285334504
462,b,o,i,l,s,-343.8691758638581
463,b,o,l,a,s,388.76180115088187
464,b,o,l,e,s,3148.7648299942775
465,b,o,l,l,s,2229.0484511625173
466,b,o,l,t,s,3050.3683319999136
467,b,o,l,u,s,-309.4865802373863
468,b,o,m,b,e,980.236167606542
469,b,o,m,b,s,828.4802268314821
470,b,o,n,d,s,4358.014555889475
471,b,o,n,e,d,1297.3870363307412
472,b,o,n,e,r,1676.4667838225378
473,b,o,n,e,s,2125.0790026537206
474,b,o,n,e,y,172.99587729329505
475,b,o,n,g,o,1845.448670429627
476,b,o,n,g,s,996.471003165005
477,b,o,n,k,s,1972.8103014842652
478,b,o,n,n,y,-20.79374824513866
479,b,o,n,u,s,301.8581284905133
480,b,o,o,b,s,1264.423365214713
481,b,o,o,b,y,3504.7684308791722
482,b,o,o,e,d,490.06009920507813
483,b,o,o,k,s,528.5669337418001
484,b,o,o,m,s,1342.2626756062941
485,b,o,o,m,y,1524.2455075352036
486,b,o,o,n,s,2261.969629302789
487,b,o,o,r,s,3037.4945579612054
488,b,o,o,s,t,2741.1799427353017
489,b,o,o,t,h,4223.2507755978195
490,b,o,o,t,s,-547.2300083421371
491,b,o,o,t,y,-533.5679825739633
492,b,o,o,z,e,23.43792530305086
493,b,o,o,z,y,2705.494187254098
494,b,o,p,p,y,2299.4017542321526
495,b,o,r,a,x,1733.8004761548327
496,b,o,r,e,d,1307.7358099023422
497,b,o,r,e,r,-183.62194504888907
498,b,o,r,e,s,-768.595024261494
499,b,o,r,i,c,1756.1410473117767
500,b,o,r,n,e,3184.099949305737
501,b,o,r,o,n,3381.858432399007
502,b,o,s,o,m,3117.218451387087
503,b,o,s,o,n,3389.065826971766
504,b,o,s,s,y,2389.2861970153313
505,b,o,s,u,n,2712.29279315643
506,b,o,t,c,h,-279.12994796919065
507,b,o,u,g,h,3170.328677230579
508,b,o,u,l,e,3927.239804176325
509,b,o,u,n,d,1497.8312208479263
510,b,o,u,t,s,1760.7414085917223
511,b,o,w,e,d,2104.696520339707
512,b,o,w,e,l,339.9172788227286
513,b,o,w,e,r,-869.0856232094634
514,b,o,w,l,s,2489.017167310134
515,b,o,x,e,d,706.8072293600425
516,b,o,x,e,r,-682.3480458581694
517,b,o,x,e,s,1553.6015533955028
518,b,o,y,a,r,1333.7882195512645
519,b,o,y,o,s,1183.959446737047
520,b,o,z,o,s,1597.2422425248312
521,b,r,a,c,e,-501.49315143096464
522,b,r,a,c,t,363.092844563105
523,b,r,a,d,s,1112.673715508416
524,b,r,a,g,s,1734.607875434737
525,b,r,a,i,d,2547.874038458791
526,b,r,a,i,n,2528.1889557671966
527,b,r,a,k,e,1681.2736998286116
528,b,r,a,n,d,2434.788721928767
529,b,r,a,n,s,2828.3344790305646
530,b,r,a,s,h,1178.0477097454036
531,b,r,a,s,s,1340.722807551893
532,b,r,a,t,s,4263.431519193798
533,b,r,a,v,e,1845.7787700417473
534,b,r,a,v,o,981.3853431420595
535,b,r,a,w,l,2264.765305804376
536,b,r,a,w,n,1469.0367853721962
537,b,r,a,y,s,267.89588658231537
538,b,r,a,z,e,-121.6252174245667
539,b,r,e,a,d,1571.1169208322895
540,b,r,e,a,k,82.47955170700175
541,b,r,e,a,m,2991.6762399486397
542,b,r,e,e,d,2833.2038411382473
543,b,r,e,w,s,2880.4929966912287
544,b,r,i,a,r,225.71845125968298
545,b,r,i,b,e,2269.009176923465
546,b,r,i,c,k,-844.4551368069338
547,b,r,i,d,e,2733.405163123344
548,b,r,i,e,f,1085.8590141455668
549,b,r,i,e,r,4152.220958931635
550,b,r,i,g,s,-897.348998321097
551,b,r,i,m,s,-567.4791056487879
552,b,r,i,n,e,-2476.5753217576103
553,b,r,i,n,g,1622.1479704226267
554,b,r,i,n,k,1679.9027841060029
555,b,r,i,n,y,-160.51117353246627
556,b,r,i,s,k,4506.1538795249835
557,b,r,i,t,s,3485.4935521370307
558,b,r,o,a,d,844.8533979117983
559,b,r,o,c,h,-325.4482036432107
560,b,r,o,i,l,-623.4773779443158
561,b,r,o,k,e,2313.5015190698796
562,b,r,o,m,e,445.14652899991415
563,b,r,o,n,c,2533.4667552082597
564,b,r,o,o,d,1559.6242285058531
565,b,r,o,o,k,1082.7607334563763
566,b,r,o,o,m,1916.4996862905498
567,b,r,o,t,h,-1300.6396189917546
568,b,r,o,w,n,702.3873600223318
569,b,r,o,w,s,-788.0228145809724
570,b,r,u,i,n,-110.44964227814535
571,b,r,u,i,t,-410.3168520122035
572,b,r,u,n,t,-191.6340280406448
573,b,r,u,s,h,1511.855473875769
574,b,r,u,t,e,1550.1542438731733
575,b,u,b,b,a,4000.008340348554
576,b,u,c,k,s,4583.493980593837
577,b,u,d,d,y,4261.323346594971
578,b,u,d,g,e,1946.7371505464644
579,b,u,f,f,s,975.0442952135339
580,b,u,g,g,y,2849.4970799277785
581,b,u,g,l,e,-867.0531588906724
582,b,u,i,l,d,906.0107582407323
583,b,u,i,l,t,3847.660399573872
584,b,u,l,b,s,910.0989921830329
585,b,u,l,g,e,1556.4020281395506
586,b,u,l,k,s,1473.1569890324322
587,b,u,l,k,y,390.6181388485577
588,b,u,l,l,a,1554.4498767273637
589,b,u,l,l,s,1335.047296955418
590,b,u,l,l,y,3202.854143651959
591,b,u,m,p,s,413.37793794810955
592,b,u,m,p,y,1277.881516950247
593,b,u,n,c,h,616.612430981195
594,b,u,n,d,s,1322.0124194416255
595,b,u,n,d,t,41.03838450607191
596,b,u,n,k,s,1633.0424345717424
597,b,u,n,n,y,2873.014787551872
598,b,u,n,t,s,486.9417467777664
599,b,u,o,y,s,697.9363433812027
600,b,u,r,b,s,1880.8073930882265
601,b,u,r,g,s,2753.4040548270077
602,b,u,r,k,a,3626.0797323103275
603,b,u,r,l,y,2686.952875129001
604,b,u,r,n,s,3838.3047124095956
605,b,u,r,n,t,127.92685249638203
606,b,u,r,p,s,2266.0891761380344
607,b,u,r,q,a,2607.458060100063
608,b,u,r,r,o,1961.3477716236239
609,b,u,r,r,s,2879.9083967971906
610,b,u,r,s,a,1766.2360276492059
611,b,u,r,s,t,550.8414328645573
612,b,u,s,e,d,-530.1163139417215
613,b,u,s,e,s,1063.9796614010247
614,b,u,s,h,y,1675.7398932821852
615,b,u,s,t,s,2585.457779655122
616,b,u,s,t,y,234.239208551827
617,b,u,t,c,h,471.93524535238225
618,b,u,t,t,e,2369.1376438541893
619,b,u,t,t,s,1499.8617959409537
620,b,u,x,o,m,538.3045987711108
621,b,u,y,e,r,2221.7155921080116
622,b,u,z,z,y,4220.599728332478
623,b,y,l,a,w,-158.3363605104323
624,b,y,r,e,s,-728.7042302892764
625,b,y,t,e,s,596.7502984704988
626,b,y,w,a,y,4366.856844491847
627,c,a,b,a,l,1996.59299688587
628,c,a,b,b,y,3078.707836031335
629,c,a,b,e,r,-1243.3692636123947
630,c,a,b,i,n,-131.39922029556055
631,c,a,b,l,e,2611.013989094843
632,c,a,c,a,o,1271.3057939080777
633,c,a,c,h,e,39.19458443131566
634,c,a,c,t,i,1020.7144547178932
635,c,a,d,d,y,785.3531822429283
636,c,a,d,e,t,2091.270279173209
637,c,a,d,r,e,517.2255248718778
638,c,a,f,e,s,1612.7207116492673
639,c,a,g,e,d,2074.8123235077633
640,c,a,g,e,s,-2133.1615140255294
641,c,a,g,e,y,5325.339326860045
642,c,a,i,r,n,-664.2727539720913
643,c,a,k,e,d,880.140949776959
644,c,a,k,e,s,475.703800341317
645,c,a,k,e,y,6092.827062584854
646,c,a,l,f,s,2710.2790487362663
647,c,a,l,i,f,3228.687809311897
648,c,a,l,l,a,2485.326378225983
649,c,a,l,l,s,-506.88063939323956
650,c,a,l,m,s,4444.251962816044
651,c,a,l,v,e,3633.3773126811952
652,c,a,l,y,x,2773.2151215668055
653,c,a,m,e,l,1870.141932349021
654,c,a,m,e,o,2420.2400063365967
655,c,a,m,p,o,3721.3476269009884
656,c,a,m,p,s,-146.32074968569395
657,c,a,m,p,y,1818.6506561872975
658,c,a,n,a,l,2253.497699961292
659,c,a,n,d,y,3696.2217469650486
660,c,a,n,e,d,-1827.4047186308048
661,c,a,n,e,s,2975.4579105488
662,c,a,n,i,d,175.17547446393405
663,c,a,n,n,a,-158.1709421978269
664,c,a,n,n,y,1498.385965830313
665,c,a,n,o,e,960.8209461139454
666,c,a,n,o,n,1448.1173502162558
667,c,a,n,t,o,3165.866844272115
668,c,a,p,e,d,366.42844766104395
669,c,a,p,e,r,-573.6048963827443
670,c,a,p,e,s,693.343078163631
671,c,a,p,o,n,2191.197602010774
672,c,a,p,o,s,3078.3850298785437
673,c,a,p,u,t,-401.38557663659026
674,c,a,r,a,t,568.8660737601409
675,c,a,r,b,o,1974.9346403830377
676,c,a,r,b,s,2201.206414755036
677,c,a,r,d,s,3843.943174733816
678,c,a,r,e,d,1603.4972711362564
679,c,a,r,e,r,3299.17074663986
