,1,2,3,4,5,difficulty
68,a,h,o,l,d,0.05784959806881507
69,a,i,d,e,d,0.9766508612685372
70,a,i,d,e,r,0.4464191933741922
71,a,i,d,e,s,0.6575947044608741
72,a,i,l,e,d,0.5767327344376865
73,a,i,m,e,d,0.24105324468363531
74,a,i,m,e,r,0.5655403988495072
75,a,i,o,l,i,0.9019666190404194
76,a,i,r,e,d,0.8583719238218097
77,a,i,s,l,e,0.4666476856652232
78,a,l,a,r,m,0.9350304400534938
79,a,l,b,u,m,0.8883184484282222
80,a,l,d,e,r,0.3876256471493147
81,a,l,e,p,h,0.87711922415198
82,a,l,e,r,t,0.7572875504138783
83,a,l,g,a,e,0.8232183601127623
84,a,l,g,a,l,0.3479051753938741
85,a,l,i,a,s,0.45345869426539154
86,a,l,i,b,i,0.1955608175859973
87,a,l,i,e,n,0.8265638423368349
88,a,l,i,g,n,0.07683824539017603
89,a,l,i,k,e,0.5273582968603429
90,a,l,i,v,e,0.8055251999028525
91,a,l,k,y,d,0.7582049932162359
92,a,l,k,y,l,0.3924463554656118
93,a,l,l,a,y,0.33526941181324876
94,a,l,l,e,y,0.09576970913163407
95,a,l,l,o,t,0.4746467268223079
96,a,l,l,o,w,0.9861757101695781
97,a,l,l,o,y,0.993323815609051
98,a,l,l,y,l,0.8208722725216036
99,a,l,o,e,s,0.9774201082174514
100,a,l,o,f,t,0.3726872766744789
101,a,l,o,h,a,0.47871494939394377
102,a,l,o,n,e,0.3535043962044827
103,a,l,o,n,g,0.3522356744469436
104,a,l,o,o,f,0.7626665024285205
105,a,l,o,u,d,0.1570131054111843
106,a,l,p,h,a,0.08977835100754417
107,a,l,t,a,r,0.5345095062628374
108,a,l,t,e,r,0.9342980611117181
109,a,l,t,o,s,0.6933013043937132
110,a,l,u,m,s,0.9691205222147077
111,a,m,a,s,s,0.13108995516164612
112,a,m,a,z,e,0.839213950280206
113,a,m,b,e,r,0.3132179479488506
114,a,m,b,i,t,0.28965347186197665
115,a,m,b,l,e,0.7876883608633173
116,a,m,b,o,s,0.18765721183474493
117,a,m,e,n,d,0.18320733783874454
118,a,m,i,d,e,0.1557703731907073
119,a,m,i,n,e,0.14827131078737765
120,a,m,i,n,o,0.11121185256128063
121,a,m,i,s,s,0.9687695838656896
122,a,m,i,t,y,0.6827056777503628
123,a,m,n,i,o,0.137436062907628
124,a,m,o,n,g,0.31615405010125797
125,a,m,o,u,r,0.5411517836084828
126,a,m,p,e,d,0.018882056002071934
127,a,m,p,l,e,0.49907313221226945
128,a,m,p,l,y,0.5455531901898714
129,a,m,u,s,e,0.1797831837113404
130,a,n,c,h,o,0.3238452471439257
131,a,n,g,e,l,0.016210050100934792
132,a,n,g,e,r,0.14914020528860372
133,a,n,g,l,e,0.5008882453697167
134,a,n,g,r,y,0.9013865427180473
135,a,n,g,s,t,0.3436820830829844
136,a,n,i,m,a,0.3709274224627852
137,a,n,i,m,e,0.7353372410489277
138,a,n,i,o,n,0.3398788379962795
139,a,n,i,s,e,0.009335005484495174
140,a,n,k,l,e,0.5718463254701639
141,a,n,n,a,s,0.791606129326786
142,a,n,n,e,x,0.18526920938458702
143,a,n,n,o,y,0.44608943104967214
144,a,n,n,u,l,0.24745296365265923
145,a,n,o,d,e,0.9394097575510797
146,a,n,o,l,e,0.04427810099241314
147,a,n,t,i,c,0.23640825911988883
148,a,n,t,i,s,0.6458420466934949
149,a,n,t,s,y,0.5788267200011039
150,a,n,v,i,l,0.4225459016478661
151,a,o,r,t,a,0.40519470921008516
152,a,p,a,c,e,0.9553719928369631
153,a,p,a,r,t,0.21281517488930501
154,a,p,h,i,d,0.16767501771954618
155,a,p,n,e,a,0.5784634833236633
156,a,p,p,l,e,0.8043773793359245
157,a,p,p,l,y,0.737302704836583
158,a,p,r,o,n,0.10815135337525206
159,a,p,s,e,s,0.3684801802265504
160,a,p,t,e,r,0.8079815534354359
161,a,p,t,l,y,0.7252381634138897
162,a,q,u,a,s,0.6833407180544843
163,a,r,b,o,r,0.7331664523251562
164,a,r,d,o,r,0.9119698685387879
165,a,r,e,a,l,0.09961539984227474
166,a,r,e,a,s,0.6435706307335788
167,a,r,e,c,a,0.7219152609896717
168,a,r,e,n,a,0.23381188168283495
169,a,r,g,o,n,0.9493509775805183
170,a,r,g,o,t,0.39519084677456773
171,a,r,g,u,e,0.022865496375527372
172,a,r,g,u,s,0.862645361548146
173,a,r,i,a,s,0.2955167026216784
174,a,r,i,l,s,0.030424651876496234
175,a,r,i,s,e,0.09168410963844198
176,a,r,m,e,d,0.8923548051535639
177,a,r,m,o,r,0.6662400775238889
178,a,r,o,m,a,0.2930973702053844
179,a,r,o,s,e,0.19387068991661116
180,a,r,r,a,y,0.8443074386441987
181,a,r,r,o,w,0.18636668521950228
182,a,r,s,e,s,0.18188706711183866
183,a,r,s,o,n,0.057774660674817624
184,a,r,t,s,y,0.1574161759274717
185,a,s,a,n,a,0.8273968209432105
186,a,s,c,o,t,0.4198879098397982
187,a,s,h,e,n,0.7019848754094312
188,a,s,h,e,s,0.5243139406400517
189,a,s,i,d,e,0.0695441613942569
190,a,s,k,e,d,0.7452781035316967
191,a,s,k,e,r,0.971190887447885
192,a,s,k,e,w,0.8426710248339718
193,a,s,p,e,n,0.6497454218429314
194,a,s,p,i,c,0.630361375950367
195,a,s,s,a,y,0.019761646379792497
196,a,s,s,e,s,0.950397375470057
197,a,s,s,e,t,0.6863670825465744
198,a,s,t,e,r,0.3745993254499771
199,a,s,t,i,r,0.9029803100726863
200,a,s,u,r,a,0.020753707226255913
201,a,t,l,a,s,0.35811812562623313
202,a,t,m,a,n,0.4137691343918176
203,a,t,o,l,l,0.5482725593765573
204,a,t,o,m,s,0.472359725074169
205,a,t,o,n,e,0.05205850290231018
206,a,t,o,p,y,0.834350527078448
207,a,t,t,i,c,0.9704435266386744
208,a,u,d,i,o,0.490907884881262
209,a,u,d,i,t,0.09791108656848324
210,a,u,g,e,r,0.5485818673179913
211,a,u,g,h,t,0.23467811559760088
212,a,u,g,u,r,0.6730226473254923
213,a,u,n,t,s,0.2800104978990867
214,a,u,n,t,y,0.14070366113716948
215,a,u,r,a,l,0.34759559726232214
216,a,u,r,a,s,0.23645970242063585
217,a,u,t,o,s,0.6568881669827911
218,a,u,x,i,n,0.4512079995968913
219,a,v,a,i,l,0.890968241721667
220,a,v,e,r,s,0.5035547269695028
221,a,v,e,r,t,0.0770975588431253
222,a,v,i,a,n,0.31266897641610514
223,a,v,o,i,d,0.685865525102441
224,a,v,o,w,s,0.6639889740467694
225,a,w,a,i,t,0.20722618391945002
226,a,w,a,k,e,0.9486271219732301
227,a,w,a,r,d,0.2688503841314458
228,a,w,a,r,e,0.6017590186405233
229,a,w,a,s,h,0.6743569943412923
230,a,w,f,u,l,0.1348857540062096
231,a,w,o,k,e,0.5228329262041077
232,a,x,e,l,s,0.7899695485024121
233,a,x,i,a,l,0.05462029363062881
234,a,x,i,l,s,0.871385817297219
235,a,x,i,n,g,0.8502666742376179
236,a,x,i,o,m,0.39282183881335475
237,a,x,i,o,n,0.8378718090814367
238,a,x,l,e,s,0.8377396876686266
239,a,x,o,n,s,0.43977378661212263
240,a,z,i,d,e,0.1812273207320796
241,a,z,o,l,e,0.5076358429660428
242,a,z,u,r,e,0.26857832449452845
243,b,a,b,e,l,0.5000652523224005
244,b,a,b,e,s,0.46287100574421725
245,b,a,b,k,a,0.8770154911350221
246,b,a,c,k,s,0.7101325394466625
247,b,a,c,o,n,0.7354970263616644
248,b,a,d,d,y,0.23931311306847214
249,b,a,d,g,e,0.772229319368067
250,b,a,d,l,y,0.8544283866638968
251,b,a,g,e,l,0.24196842694371978
252,b,a,g,g,y,0.8374682470491338
253,b,a,i,l,s,0.3981875894418522
254,b,a,i,r,n,0.393413725492061
255,b,a,i,t,s,0.8096805005332907
256,b,a,i,z,e,0.7171080074123267
257,b,a,k,e,d,0.1714570511942266
258,b,a,k,e,r,0.8809441818815144
259,b,a,k,e,s,0.5938335994511127
260,b,a,l,d,y,0.8543003868409578
261,b,a,l,e,d,0.23085926231649045
262,b,a,l,e,r,0.9119123030740589
263,b,a,l,e,s,0.37255221761917257
264,b,a,l,k,s,0.3947227610347732
265,b,a,l,k,y,0.832255124355818
266,b,a,l,l,s,0.10146289293453392
267,b,a,l,m,s,0.2188500261614631
268,b,a,l,m,y,0.6126917301104792
269,b,a,l,s,a,0.5411330641383415
270,b,a,n,a,l,0.2694012457405608
271,b,a,n,d,s,0.9855464202560992
272,b,a,n,d,y,0.018984699146024075
273,b,a,n,e,s,0.43286922146087703
274,b,a,n,g,s,0.5645364675275357
275,b,a,n,j,o,0.3243860646658233
276,b,a,n,k,s,0.2352429444272669
277,b,a,r,b,s,0.05551227092645972
278,b,a,r,d,s,0.3707649670539115
279,b,a,r,e,d,0.6577089312074516
280,b,a,r,e,r,0.47950499197468877
281,b,a,r,e,s,0.47679646625919114
282,b,a,r,g,e,0.6399670596222631
283,b,a,r,k,s,0.5691328232406115
284,b,a,r,m,y,0.354526617857717
285,b,a,r,n,s,0.6118469360078161
286,b,a,r,o,n,0.3284689043766085
287,b,a,r,r,e,0.5631251757881592
288,b,a,s,a,l,0.8897951709643216
289,b,a,s,e,d,0.5296710796692882
290,b,a,s,e,r,0.7404077482770196
291,b,a,s,e,s,0.5956637688135052
292,b,a,s,i,c,0.7203552679554999
293,b,a,s,i,l,0.6952363860848275
294,b,a,s,i,n,0.12378542542173121
295,b,a,s,i,s,0.717635394247761
296,b,a,s,k,s,0.0015320979030077897
297,b,a,s,s,o,0.9934977011146622
298,b,a,s,s,y,0.598954499305861
299,b,a,s,t,e,0.5052475412596334
300,b,a,t,c,h,0.003606956531403971
301,b,a,t,e,d,0.9158194746904261
302,b,a,t,h,e,0.8076419346641718
303,b,a,t,h,s,0.5586124811705546
304,b,a,t,i,k,0.2656879402263216
305,b,a,t,o,n,0.08848916612795876
306,b,a,t,t,s,0.35637638234267444
307,b,a,t,t,y,0.6585513956129329
308,b,a,w,d,y,0.03458619055966761
309,b,a,w,l,s,0.03885398371084625
310,b,a,y,e,d,0.9892689854576368
311,b,a,y,o,u,0.5136868911581964
312,b,e,a,c,h,0.4823949527046575
313,b,e,a,d,s,0.3856378837699873
314,b,e,a,d,y,0.7668621883494044
315,b,e,a,k,s,0.11697319963146524
316,b,e,a,m,s,0.7992488996269681
317,b,e,a,m,y,0.8674600098088063
318,b,e,a,n,s,0.7264057443037037
319,b,e,a,r,d,0.7314752058156702
320,b,e,a,r,s,0.4624738134384133
321,b,e,a,s,t,0.29120549485317015
322,b,e,a,t,s,0.48695596176849143
323,b,e,a,u,s,0.6749497961643605
324,b,e,a,u,t,0.3751076869687978
325,b,e,a,u,x,0.8627966788686797
326,b,e,b,o,p,0.4225067173450081
327,b,e,c,k,s,0.1663057746468648
328,b,e,e,c,h,0.9040094707529267
329,b,e,e,f,s,0.6258386346371473
330,b,e,e,f,y,0.11951422228836384
331,b,e,e,p,s,0.41223409638091035
332,b,e,e,r,s,0.6429692919298511
333,b,e,e,r,y,0.4400047658660111
334,b,e,e,t,s,0.2961923606474707
335,b,e,f,i,t,0.7431635493429716
336,b,e,g,a,n,0.03487856217978602
337,b,e,g,e,t,0.2665431428020979
338,b,e,g,i,n,0.9208630381078918
339,b,e,g,u,n,0.5352968683177683
340,b,e,i,g,e,0.6901444061569718
341,b,e,i,n,g,0.17880451008291254
342,b,e,l,a,y,0.8097122009088169
343,b,e,l,c,h,0.2045023904680312
344,b,e,l,i,e,0.3852072416670129
345,b,e,l,l,e,0.0269007437778781
346,b,e,l,l,s,0.49074070872467723
347,b,e,l,l,y,0.16187756080686744
348,b,e,l,o,w,0.8969317813310308
349,b,e,l,t,s,0.15205357573306144
350,b,e,n,c,h,0.2562208792071413
351,b,e,n,d,s,0.5610985901615237
352,b,e,n,d,y,0.5026246826459129
353,b,e,n,t,o,0.01735529147202919
354,b,e,n,t,s,0.3061545236419425
355,b,e,r,e,t,0.5032430852112171
356,b,e,r,g,s,0.48522947831982544
357,b,e,r,m,s,0.761462043333858
358,b,e,r,r,y,0.668258123349116
359,b,e,r,t,h,0.29429151219216987
360,b,e,r,y,l,0.05616750589218222
361,b,e,s,e,t,0.9838855137872485
362,b,e,s,t,s,0.9021159630269767
363,b,e,t,a,s,0.6089778784284842
364,b,e,t,e,l,0.2095688043425803
365,b,e,t,t,a,0.5582418073768818
366,b,e,v,e,l,0.3408172028077947
367,b,e,z,e,l,0.6562226680558402
368,b,h,a,j,i,0.5076946167914173
369,b,i,b,l,e,0.2885095200249457
370,b,i,c,e,p,0.27031690468400393
371,b,i,d,d,y,0.5426812126203814
372,b,i,d,e,d,0.028378468140851876
373,b,i,d,e,s,0.5646523288968847
374,b,i,d,e,t,0.18711587919484596
375,b,i,g,h,t,0.37406933211868554
376,b,i,g,o,t,0.3176392193791382
377,b,i,j,o,u,0.6382086953241511
378,b,i,k,e,d,0.05189874663392513
379,b,i,k,e,r,0.5140513242874749
380,b,i,k,e,s,0.9160117788143609
381,b,i,l,e,s,0.23924000014078883
382,b,i,l,g,e,0.7204606963752822
383,b,i,l,l,s,0.045771617518154506
384,b,i,l,l,y,0.06483110447735274
385,b,i,m,b,o,0.1180398525521209
386,b,i,n,d,i,0.7774718886411474
387,b,i,n,d,s,0.19224120012020518
388,b,i,n,g,e,0.5267044163718076
389,b,i,n,g,o,0.16076532432201085
390,b,i,o,m,e,0.6347154424401694
391,b,i,o,t,a,0.720661343606536
392,b,i,p,o,d,0.36429159084572726
393,b,i,r,c,h,0.06777808206049218
394,b,i,r,d,s,0.6547397212671473
395,b,i,r,t,h,0.2509881546518342
396,b,i,s,o,n,0.2500460998857965
397,b,i,t,c,h,0.5750669537631679
398,b,i,t,e,r,0.5709255611048804
399,b,i,t,e,s,0.24278978098162485
400,b,i,t,s,y,0.37299333327816275
401,b,i,t,t,y,0.5004749396399005
402,b,l,a,c,k,0.06909898417910132
403,b,l,a,d,e,0.9142561928954248
404,b,l,a,m,e,0.6684017914232877
405,b,l,a,n,d,0.0075894891319412405
406,b,l,a,n,k,0.30163987310013074
407,b,l,a,r,e,0.17420691084090278
408,b,l,a,s,e,0.7641649599598532
409,b,l,a,s,t,0.6143200849812003
410,b,l,a,z,e,0.45287582190032016
411,b,l,e,a,k,0.10508894824198001
412,b,l,e,a,t,0.35005156372537116
413,b,l,e,b,s,0.5146200224353756
414,b,l,e,e,d,0.8797301358924403
415,b,l,e,e,p,0.520687068377172
416,b,l,e,n,d,0.5542622746766985
417,b,l,e,s,s,0.3404863569537204
418,b,l,i,m,p,0.7237727689107039
419,b,l,i,n,d,0.03938313313300956
420,b,l,i,n,g,0.30198874030651635
421,b,l,i,n,i,0.09304048780208107
422,b,l,i,n,k,0.13688699615124533
423,b,l,i,p,s,0.3605584373524201
424,b,l,i,s,s,0.3947514459887044
425,b,l,i,t,z,0.2513252075472484
426,b,l,o,a,t,0.5705737778984685
427,b,l,o,b,s,0.6177542393752871
428,b,l,o,c,k,0.7886386383203724
429,b,l,o,c,s,0.8025270072213115
430,b,l,o,g,s,0.42783256468459097
431,b,l,o,k,e,0.384704200959995
432,b,l,o,n,d,0.5767078943160258
433,b,l,o,o,d,0.2161702108113609
434,b,l,o,o,m,0.14496161347088155
435,b,l,o,o,p,0.5241639872745599
436,b,l,o,t,s,0.7528176933859543
437,b,l,o,w,n,0.6249365044170508
438,b,l,o,w,s,0.29490198431737136
439,b,l,u,e,d,0.5361680471396204
440,b,l,u,e,s,0.3223301802485151
441,b,l,u,e,y,0.8624154050823302
442,b,l,u,f,f,0.49232048080249746
443,b,l,u,n,t,0.329097592727589
444,b,l,u,r,b,0.6658327589485826
445,b,l,u,r,s,0.891230831043752
446,b,l,u,r,t,0.8405132189064345
447,b,l,u,s,h,0.08925628230734284
448,b,o,a,r,d,0.4333650731791253
449,b,o,a,r,s,0.21816831743277842
450,b,o,a,s,t,0.4028064795133398
451,b,o,a,t,s,0.2648974153877698
452,b,o,b,b,y,0.6186910393913366
453,b,o,c,c,e,0.6442985037497607
454,b,o,c,h,e,0.450792599771773
455,b,o,d,e,d,0.8300046344487432
456,b,o,d,e,s,0.5810201273119537
457,b,o,f,f,o,0.4168924776284606
458,b,o,g,e,y,0.37552756522711084
459,b,o,g,g,y,0.4249714906352431
460,b,o,g,i,e,0.14378525091564553
461,b,o,g,u,s,0.8626321864955254
462,b,o,i,l,s,0.06731551043635287
463,b,o,l,a,s,0.35963402899056285
464,b,o,l,e,s,0.1178441349081919
465,b,o,l,l,s,0.7165621768619911
466,b,o,l,t,s,0.05331417686877815
467,b,o,l,u,s,0.13550746037662698
468,b,o,m,b,e,0.15410880520656023
469,b,o,m,b,s,0.1917244395889467
470,b,o,n,d,s,0.7888495713111048
471,b,o,n,e,d,0.4690597756183428
472,b,o,n,e,r,0.8731726262870672
473,b,o,n,e,s,0.04918138160039409
474,b,o,n,e,y,0.4806010920057393
475,b,o,n,g,o,0.9023313895268942
476,b,o,n,g,s,0.598539636629169
477,b,o,n,k,s,0.741414623069309
478,b,o,n,n,y,0.14883902767525203
479,b,o,n,u,s,0.38633895446090205
480,b,o,o,b,s,0.843891960028769
481,b,o,o,b,y,0.2240298042563319
482,b,o,o,e,d,0.5453381978164132
483,b,o,o,k,s,0.366200685151547
484,b,o,o,m,s,0.32353921887610726
485,b,o,o,m,y,0.8982449020219583
486,b,o,o,n,s,0.5129843351167046
487,b,o,o,r,s,0.15557919740532644
488,b,o,o,s,t,0.9051761621515225
489,b,o,o,t,h,0.7148344110355169
490,b,o,o,t,s,0.5828301290910363
491,b,o,o,t,y,0.48431304177696033
492,b,o,o,z,e,0.24151229771124572
493,b,o,o,z,y,0.6260334799923084
494,b,o,p,p,y,0.40216014879341255
495,b,o,r,a,x,0.19642114832396274
496,b,o,r,e,d,0.5268705846815231
497,b,o,r,e,r,0.027605250455626118
498,b,o,r,e,s,0.2674279586177589
499,b,o,r,i,c,0.5461671378778101
500,b,o,r,n,e,0.8740228044225685
501,b,o,r,o,n,0.7450260445492978
502,b,o,s,o,m,0.7816405116769461
503,b,o,s,o,n,0.39714726367468556
504,b,o,s,s,y,0.6600539769602539
505,b,o,s,u,n,0.40961770101458794
506,b,o,t,c,h,0.7991999177547474
507,b,o,u,g,h,0.022266027824600743
508,b,o,u,l,e,0.47593690014597656
509,b,o,u,n,d,0.4578765124277602
510,b,o,u,t,s,0.9770145242688826
511,b,o,w,e,d,0.6161215787579841
512,b,o,w,e,l,0.7373942240653697
513,b,o,w,e,r,0.9045114842733649
514,b,o,w,l,s,0.8654764061655846
515,b,o,x,e,d,0.5880632614756357
516,b,o,x,e,r,0.6737849901397839
517,b,o,x,e,s,0.20406529789696493
518,b,o,y,a,r,0.7535862990487281
519,b,o,y,o,s,0.5750534039129406
520,b,o,z,o,s,0.4176064764018468
521,b,r,a,c,e,0.45998592386366444
522,b,r,a,c,t,0.5859603613338534
523,b,r,a,d,s,0.05530455985131966
524,b,r,a,g,s,0.1728258038423227
525,b,r,a,i,d,0.1796486501523914
526,b,r,a,i,n,0.5005100652955402
527,b,r,a,k,e,0.8074384951244596
528,b,r,a,n,d,0.6381033930696949
529,b,r,a,n,s,0.3905941902003155
530,b,r,a,s,h,0.8347680046088798
531,b,r,a,s,s,0.12718593540463763
532,b,r,a,t,s,0.7115836991978998
533,b,r,a,v,e,0.714574601375567
534,b,r,a,v,o,0.7222294466369622
535,b,r,a,w,l,0.9050605659701222
536,b,r,a,w,n,0.77160977903049
537,b,r,a,y,s,0.020892171920411817
538,b,r,a,z,e,0.817814836848136
539,b,r,e,a,d,0.17945062003875556
540,b,r,e,a,k,0.7659287766937388
541,b,r,e,a,m,0.2693923138123566
542,b,r,e,e,d,0.9858053139090546
543,b,r,e,w,s,0.4033772387993282
544,b,r,i,a,r,0.11811554484773168
545,b,r,i,b,e,0.688814928552805
546,b,r,i,c,k,0.6728164921266994
547,b,r,i,d,e,0.6242495516868602
548,b,r,i,e,f,0.7379797779601306
549,b,r,i,e,r,0.23785940889565826
550,b,r,i,g,s,0.8880006010306252
551,b,r,i,m,s,0.9185791511452168
552,b,r,i,n,e,0.1414772326285746
553,b,r,i,n,g,0.6437182532442038
554,b,r,i,n,k,0.43935798392337133
555,b,r,i,n,y,0.03825526335577667
556,b,r,i,s,k,0.6917922636534664
557,b,r,i,t,s,0.9685686428870997
558,b,r,o,a,d,0.7011149616430268
559,b,r,o,c,h,0.009632030147371573
560,b,r,o,i,l,0.3171315006329358
561,b,r,o,k,e,0.3618909158565716
562,b,r,o,m,e,0.3411660030667846
563,b,r,o,n,c,0.0113604089470134
564,b,r,o,o,d,0.49049482069263795
565,b,r,o,o,k,0.1018706841309932
566,b,r,o,o,m,0.9978529531529903
567,b,r,o,t,h,0.19863031441137946
568,b,r,o,w,n,0.6102838512370067
569,b,r,o,w,s,0.7454082558088679
570,b,r,u,i,n,0.5696185164945385
571,b,r,u,i,t,0.7928318545264081
572,b,r,u,n,t,0.3860689596095179
573,b,r,u,s,h,0.09302018606401496
574,b,r,u,t,e,0.6704521309912295
575,b,u,b,b,a,0.8284309798580066
576,b,u,c,k,s,0.45228782020474523
577,b,u,d,d,y,0.10632400801541075
578,b,u,d,g,e,0.039213525598952526
579,b,u,f,f,s,0.07637678820408467
580,b,u,g,g,y,0.7590821479095244
581,b,u,g,l,e,0.10613023144657863
582,b,u,i,l,d,0.11296187906709587
583,b,u,i,l,t,0.7841720489111302
584,b,u,l,b,s,0.6822331127683205
585,b,u,l,g,e,0.7301248558382736
586,b,u,l,k,s,0.7675532939689445
587,b,u,l,k,y,0.93781739170211
588,b,u,l,l,a,0.9631449952242995
589,b,u,l,l,s,0.618654148297626
590,b,u,l,l,y,0.6860724382634834
591,b,u,m,p,s,0.1527528061205886
592,b,u,m,p,y,0.956573695345484
593,b,u,n,c,h,0.9795837655207551
594,b,u,n,d,s,0.2336883659482517
595,b,u,n,d,t,0.45903280390417955
596,b,u,n,k,s,0.7310323753606299
597,b,u,n,n,y,0.9210907137688924
598,b,u,n,t,s,0.7178994143450815
599,b,u,o,y,s,0.7463926074056707
600,b,u,r,b,s,0.7944813879832108
601,b,u,r,g,s,0.1443678056108949
602,b,u,r,k,a,0.11974447062659599
603,b,u,r,l,y,0.4920904907675685
604,b,u,r,n,s,0.5506120925861233
605,b,u,r,n,t,0.2677727133218687
606,b,u,r,p,s,0.5310076973274097
607,b,u,r,q,a,0.19313195045425569
608,b,u,r,r,o,0.29542280736535
609,b,u,r,r,s,0.09585445742040799
610,b,u,r,s,a,0.5745074295004438
611,b,u,r,s,t,0.6844449669482349
612,b,u,s,e,d,0.2542025680814397
613,b,u,s,e,s,0.11380274265181523
614,b,u,s,h,y,0.44650784723603043
615,b,u,s,t,s,0.9115125924701705
616,b,u,s,t,y,0.5112506921469918
617,b,u,t,c,h,0.7852935565078509
618,b,u,t,t,e,0.2457250917270385
619,b,u,t,t,s,0.5201423740768851
620,b,u,x,o,m,0.3862474951281918
621,b,u,y,e,r,0.16112955224623482
622,b,u,z,z,y,0.9677595833146956
623,b,y,l,a,w,0.6279477716254205
624,b,y,r,e,s,0.7380911630393333
625,b,y,t,e,s,0.9269460368773202
626,b,y,w,a,y,0.07860842634423615
627,c,a,b,a,l,0.5845590606805735
628,c,a,b,b,y,0.4832273056793278
629,c,a,b,e,r,0.18449881725803396
630,c,a,b,i,n,0.7269317770814104
631,c,a,b,l,e,0.2353410334115471
632,c,a,c,a,o,0.3250558288716294
633,c,a,c,h,e,0.8828089411452887
634,c,a,c,t,i,0.06426317098272194
635,c,a,d,d,y,0.33143966612065867
636,c,a,d,e,t,0.591830873216259
637,c,a,d,r,e,0.8586124262268937
638,c,a,f,e,s,0.7838520327324282
639,c,a,g,e,d,0.9814764048907427
640,c,a,g,e,s,0.12342737836008233
641,c,a,g,e,y,0.4490727053514084
642,c,a,i,r,n,0.664144621214404
643,c,a,k,e,d,0.19956685372448013
644,c,a,k,e,s,0.29144954531992884
645,c,a,k,e,y,0.7629527455333532
646,c,a,l,f,s,0.23827974984891964
647,c,a,l,i,f,0.28955773903473103
648,c,a,l,l,a,0.6068043807707705
649,c,a,l,l,s,0.3141516571084815
650,c,a,l,m,s,0.8695082994705643
651,c,a,l,v,e,0.11926854905898998
652,c,a,l,y,x,0.9019217551462636
653,c,a,m,e,l,0.20852632355112943
654,c,a,m,e,o,0.535407670734281
655,c,a,m,p,o,0.03767741937471236
656,c,a,m,p,s,0.32676063235190367
657,c,a,m,p,y,0.8573848836467766
658,c,a,n,a,l,0.39937794556798945
659,c,a,n,d,y,0.7189312358453502
660,c,a,n,e,d,0.025004362799973312
661,c,a,n,e,s,0.6767328362774055
662,c,a,n,i,d,0.04926596402265926
663,c,a,n,n,a,0.6936427973744028
664,c,a,n,n,y,0.9028490042790346
665,c,a,n,o,e,0.36018313078553754
666,c,a,n,o,n,0.7028684260855508
